Ground-truth,Predictions,Prediction intensity,Max Prediction intensity,Min Prediction intensity
0,0,0.996354441774001,2.84463334083557,-2.76596021652222
0,0,0.999801191555916,4.58950614929199,-3.93346381187439
0,0,0.998309701804681,3.22909045219421,-3.15206813812256
0,0,0.999933693366776,5.20170021057129,-4.4194540977478
0,0,0.999657133459827,4.09609794616699,-3.88172841072083
0,0,0.993252630087675,2.47762966156006,-2.51420259475708
0,0,0.99698726274795,3.13133692741394,-2.67055201530457
0,0,0.977430904114414,2.16376233100891,-1.60458374023438
0,0,0.996970653936023,3.02529191970825,-2.77108263969421
0,0,0.999669005100972,3.99666237831116,-4.01641416549683
0,0,0.954988977924102,1.76979911327362,-1.28499329090118
0,0,0.99815336607766,3.28692936897278,-3.00561308860779
0,0,0.998609388804291,3.52677798271179,-3.0498423576355
0,0,0.999758487590565,4.55977153778076,-3.76857662200928
0,0,0.999732093188777,4.48394060134888,-3.74066281318665
0,0,0.999922116119193,5.20900726318359,-4.25120639801025
0,0,0.999408629919257,3.94435858726501,-3.48811841011047
0,0,0.999236236199529,3.85279679298401,-3.32369112968445
0,0,0.999636525763915,4.32852697372437,-3.5909116268158
0,0,0.999690484272939,4.07527589797974,-4.00491619110107
0,0,0.999720736819722,4.3211407661438,-3.86193585395813
0,0,0.997574964037497,3.05663084983826,-2.96285009384155
0,0,0.965065181177184,1.71675515174866,-1.60195648670197
0,0,0.999644297917252,3.84246182441711,-4.09859943389893
0,0,0.996750293828477,3.0090115070343,-2.71692419052124
0,0,0.997967219772889,3.12750387191772,-3.06881213188171
0,0,0.999626675529453,4.30992126464844,-3.58276796340942
0,0,0.994732247282847,2.8272807598114,-2.4135890007019
0,0,0.997623066092483,3.26615214347839,-2.77341198921204
0,0,0.999451303893766,4.02149200439453,-3.48592495918274
0,0,0.98960713076789,2.63644433021545,-1.91974377632141
0,0,0.99752386303915,3.33263778686523,-2.66593861579895
0,0,0.999708236808244,4.51687049865723,-3.6224057674408
0,0,0.998106433596439,3.34387302398682,-2.92352485656738
0,0,0.994787522526426,2.87650680541992,-2.37496709823608
0,0,0.998588338406448,3.62608003616333,-2.93549513816833
0,0,0.999759882143368,4.39397668838501,-3.9401638507843
0,0,0.999071206600629,3.75065183639526,-3.2300431728363
0,0,0.986408171239362,2.15224719047546,-2.13235425949097
0,0,0.999680583160609,4.45787620544434,-3.59081792831421
0,0,0.999259947644551,3.91865634918213,-3.28939294815063
0,0,0.999700465982905,4.33190822601318,-3.78107476234436
0,0,0.998119308151598,3.45933747291565,-2.81489562988281
0,0,0.999658455223868,4.2559986114502,-3.72569155693054
0,0,0.999769782653336,4.57211542129517,-3.8041410446167
0,0,0.998402970143121,3.41989684104919,-3.01811456680298
0,0,0.998614357803147,3.40832328796387,-3.17188167572021
0,0,0.996928993147731,3.05050468444824,-2.73216938972473
0,0,0.95349360375402,1.89874112606049,-1.12180173397064
0,0,0.998069177294979,3.26701545715332,-2.98086094856262
0,0,0.999924409524535,5.23621797561646,-4.25388669967651
0,0,0.987845681216512,2.38879251480103,-2.00904941558838
0,0,0.956322340786052,1.82284319400787,-1.26341509819031
0,0,0.999546689206399,4.12291097640991,-3.57556819915771
0,0,0.999697238029119,4.39015293121338,-3.71210789680481
0,0,0.999871854356442,4.84246683120728,-4.11974811553955
0,0,0.991103896991704,2.42356371879578,-2.28964233398437
0,0,0.99938144931791,4.070481300354,-3.3170313835144
0,0,0.979407124629085,1.88392388820648,-1.97807836532593
0,0,0.999364167182652,3.97376990318298,-3.38616895675659
0,0,0.99991855670487,5.02187204360962,-4.39365005493164
0,0,0.971085176070004,2.07215142250061,-1.44190835952759
0,0,0.999797576338415,4.66008615493774,-3.84485912322998
0,0,0.978383610891664,2.19863820075989,-1.61381185054779
0,0,0.999659996761046,4.22450113296509,-3.761714220047
0,0,0.999544171982859,4.22378015518189,-3.46915888786316
0,0,0.999205599701216,3.80236792564392,-3.33476042747498
0,0,0.999586492374455,4.20051050186157,-3.58991050720215
0,0,0.999944518904119,5.34725475311279,-4.45215797424316
0,0,0.999453281541023,4.13000965118408,-3.38102006912231
0,0,0.999866039411055,4.86578798294067,-4.05204296112061
0,0,0.997690237961745,3.4740104675293,-2.59428787231445
0,0,0.934729255628955,1.63541960716248,-1.02629339694977
0,0,0.998518524123759,3.44735670089722,-3.06587719917297
0,0,0.999104830345003,3.72596716880798,-3.29163455963135
0,0,0.999866303312285,4.96225595474243,-3.95754718780518
0,0,0.991641168731013,2.48104310035706,-2.29499959945679
0,0,0.968345438794535,1.58409130573273,-1.83661532402039
0,0,0.997010007610158,3.23168587684631,-2.57780408859253
0,0,0.976513576508308,2.09506750106812,-1.63249862194061
0,0,0.999637184834388,4.31924247741699,-3.60201168060303
0,0,0.999954203067815,5.49265480041504,-4.49859285354614
0,0,0.999882643972663,4.9006519317627,-4.14952898025513
0,0,0.998689783648852,3.56128525733948,-3.07496666908264
0,0,0.999393772778797,3.90939426422119,-3.49825501441956
0,0,0.999692826904412,4.38923168182373,-3.69856023788452
0,0,0.999904030373001,5.01459503173828,-4.23678779602051
0,0,0.99974633552267,4.5497317314148,-3.7295126914978
0,0,0.999734236547045,4.5660924911499,-3.66654562950134
0,0,0.999865922256364,5.08930826187134,-3.82764840126038
0,0,0.99954386924389,4.30642175674439,-3.38585305213928
0,0,0.999130788948469,3.59968662261963,-3.44736838340759
0,0,0.999861178737886,4.81127452850342,-4.07090997695923
0,0,0.994364826060336,2.47868227958679,-2.69439387321472
0,0,0.998506541737463,3.44026732444763,-3.06489896774292
0,0,0.999903391771169,5.03521299362183,-4.20953702926636
0,0,0.998787559418336,3.55471396446228,-3.15919280052185
0,0,0.999893212533293,5.05543899536133,-4.08912420272827
0,0,0.999840399399407,4.84141731262207,-3.90125918388367
0,0,0.998939060003226,3.44175124168396,-3.40578722953796
0,0,0.999679559776642,4.38440275192261,-3.66109156608582
0,0,0.986509030288851,2.34721517562866,-1.94493675231934
0,0,0.972141707508682,2.19621706008911,-1.35615384578705
0,0,0.961337953145713,1.42807245254517,-1.78539514541626
0,1,0.615030161802614,0.328557699918747,-0.13994862139225
0,0,0.807827374703381,0.69640189409256,-0.739552438259125
0,0,0.999864653233495,4.76996612548828,-4.13756895065308
0,0,0.997840084217967,3.34621858596802,-2.78930521011353
0,0,0.998058562432706,3.47212147712708,-2.77026176452637
0,0,0.995999086365325,2.77014660835266,-2.74707698822021
0,0,0.96018565856281,1.82848215103149,-1.35441732406616
0,0,0.999804794248729,4.55035495758057,-3.99090623855591
0,0,0.99981561830113,4.62228775024414,-3.97603034973145
0,0,0.999907443047739,5.01766920089722,-4.26992464065552
0,0,0.999026545033307,3.46167516708374,-3.47200989723206
0,0,0.999600292799462,4.1594090461731,-3.6649694442749
0,0,0.99986769833084,4.92038869857788,-4.0099048614502
0,0,0.99655710264063,3.12269806861877,-2.54529500007629
0,0,0.999672814430776,4.17859983444214,-3.84605598449707
0,0,0.999095399829663,3.75135540962219,-3.25575709342957
0,0,0.999922276192164,4.99344348907471,-4.46882772445679
0,0,0.99522972547426,2.82016396522522,-2.52040576934814
0,0,0.999133625122681,3.87240862846375,-3.17791748046875
0,0,0.995534236735205,2.96879124641418,-2.43804812431335
0,0,0.984132514735913,2.26962971687317,-1.8578587770462
0,0,0.985864707349389,2.13912987709045,-2.10571455955505
0,0,0.994905333598064,2.83212089538574,-2.44233250617981
0,0,0.999744598792499,4.50522184371948,-3.76719760894775
0,0,0.976889791097874,2.0277738571167,-1.71632552146912
0,0,0.999952559552572,5.44032096862793,-4.51566696166992
0,0,0.99977710668032,4.55919218063355,-3.84940218925476
0,0,0.999831796680476,4.77731704711914,-3.91285181045532
0,0,0.999906371270999,5.19835424423218,-4.07772541046143
0,0,0.997584239240609,3.32386183738708,-2.69946050643921
0,0,0.975346911220686,1.67236804962158,-2.00552296638489
0,0,0.999783754657665,4.61299276351929,-3.82588791847229
0,0,0.999899878296724,4.84985303878784,-4.35917091369629
0,0,0.999310729626049,3.97552990913391,-3.30365753173828
0,0,0.999743285602779,4.57101202011108,-3.6962776184082
0,0,0.999681829569311,4.33257675170898,-3.72002840042114
0,0,0.999913117892879,5.153480052948,-4.19739151000977
0,0,0.998381209836438,3.24762606620789,-3.17683005332947
0,0,0.984580979487329,2.12229585647583,-2.03431844711304
0,0,0.999606316241615,4.30018711090088,-3.53938174247742
0,0,0.999826145399346,4.51335573196411,-4.14376163482666
0,0,0.999496186100145,3.96155214309692,-3.63124752044678
0,0,0.999870257006617,4.71608734130859,-4.23373794555664
0,0,0.99969838129675,4.29224014282227,-3.813805103302
0,0,0.998127908696553,3.42659831047058,-2.85222697257996
0,0,0.997290999251462,3.14520478248596,-2.76325798034668
0,0,0.99979030563834,4.56312942504883,-3.9065203666687
0,0,0.999328642680613,3.94534850120544,-3.36018896102905
0,0,0.999386610247652,3.62797880172729,-3.76791763305664
0,0,0.999956782877783,5.49447298049927,-4.55475759506226
0,0,0.99957656203227,4.25046396255493,-3.51621603965759
0,0,0.999392767164407,3.88112306594849,-3.52486777305603
0,0,0.772906290919353,1.11206901073456,-0.112726055085659
0,0,0.999709244181926,4.36350917816162,-3.77922677993774
0,0,0.999583680079193,4.22885656356812,-3.55478358268738
0,0,0.999890245431669,4.99580669403076,-4.12134742736816
0,0,0.99939478350663,3.99472212791443,-3.41459679603577
0,0,0.998657537805604,3.38425540924072,-3.22765111923218
0,0,0.999097453376658,3.98964762687683,-3.01973962783813
